"sample_id","device_timestamp_ns","x_mG","y_mG","z_mG"
"10916","599616141604194816","-1011","100","81"
"10917","599616141609074304","-1011","104","74"
"10918","599616141613953792","-1008","102","65"
"10919","599616141618833280","-1006","102","62"
"10920","599616141623712768","-1002","111","61"
"10921","599616141628592256","-1005","109","57"
"10922","599616141633471744","-1002","113","53"
"10923","599616141638351232","-1000","114","53"
"10924","599616141643230720","-1002","110","54"
"10925","599616141648110208","-999","109","48"
"10926","599616141652989696","-997","106","34"
"10927","599616141657869184","-995","104","28"
"10928","599616141662748672","-995","100","27"
"10929","599616141667628160","-996","95","18"
"10930","599616141672507648","-996","92","18"
"10931","599616141677387136","-995","89","10"
"10932","599616141682266624","-995","87","3"
"10933","599616141687146112","-996","85","0"
"10934","599616141692025600","-994","83","-2"
"10935","599616141696905088","-993","79","-1"
"10936","599616141701784576","-992","80","0"
"10937","599616141706664064","-991","80","-2"
"10938","599616141711543552","-991","76","1"
"10939","599616141716423040","-992","73","-4"
"10940","599616141721302528","-992","71","-10"
"10941","599616141726182016","-994","72","-15"
"10942","599616141731061504","-994","71","-19"
"10943","599616141735940992","-995","70","-23"
"10944","599616141740820478","-994","74","-23"
"10945","599616141745699968","-994","72","-23"
"10946","599616141750579456","-995","74","-20"
"10947","599616141755458944","-994","81","-18"
"10948","599616141760338432","-994","80","-18"
"10949","599616141765217920","-994","81","-15"
"10950","599616141770097408","-994","82","-18"
"10951","599616141774976896","-993","84","-21"
"10952","599616141779856384","-992","86","-20"
"10953","599616141784735872","-992","87","-21"
"10954","599616141789615360","-991","87","-22"
"10955","599616141794494848","-991","86","-22"
"10956","599616141799374336","-992","85","-20"
"10957","599616141804253824","-992","85","-21"
"10958","599616141809133312","-992","84","-20"
"10959","599616141814012800","-992","84","-18"
"10960","599616141818892288","-992","81","-17"
"10961","599616141823771776","-991","76","-15"
"10962","599616141828651264","-992","70","-16"
"10963","599616141833530752","-991","59","-16"
"10964","599616141838410240","-992","51","-17"
"10965","599616141843289728","-993","51","-19"
"10966","599616141848169216","-993","50","-19"
"10967","599616141853048704","-995","51","-21"
"10968","599616141857928192","-996","53","-25"
"10969","599616141862807680","-997","57","-29"
"10970","599616141867687168","-1003","54","-33"
"10971","599616141872566656","-1014","53","-43"
"10972","599616141877446144","-1019","55","-54"
"10973","599616141882325632","-1029","55","-63"
"10974","599616141887205120","-1030","66","-72"
"10975","599616141892084608","-1031","64","-73"
"10976","599616141896964096","-1034","65","-73"
"10977","599616141901843584","-1030","61","-71"
"10978","599616141906723072","-1034","57","-75"
"10979","599616141911602560","-1036","50","-67"
"10980","599616141916482086","-1039","47","-67"
"10981","599616141921360640","-1043","39","-70"
"10982","599616141926239232","-1044","32","-67"
"10983","599616141931117952","-1046","24","-71"
"10984","599616141935996544","-1043","23","-82"
"10985","599616141940875264","-1044","17","-85"
"10986","599616141945753856","-1039","16","-95"
"10987","599616141950632448","-1036","10","-108"
"10988","599616141955511168","-1027","4","-109"
"10989","599616141960389760","-1024","-1","-106"
"10990","599616141965268352","-1020","1","-106"
"10991","599616141970147072","-1012","-4","-102"
"10992","599616141975025664","-1014","-3","-105"
"10993","599616141979904384","-1014","-3","-102"
"10994","599616141984782976","-1019","-1","-103"
"10995","599616141989661568","-1021","1","-106"
"10996","599616141994540288","-1019","1","-98"
"10997","599616141999418880","-1013","8","-91"
"10998","599616142004297600","-1009","8","-80"
"10999","599616142009176192","-1007","6","-85"
"11000","599616142014054784","-1009","11","-98"
"11001","599616142018933504","-1014","8","-108"
"11002","599616142023812096","-1011","2","-102"
"11003","599616142028690688","-1018","0","-112"
"11004","599616142033569408","-1023","-9","-116"
"11005","599616142038448000","-1019","-9","-111"
"11006","599616142043326720","-1009","-13","-97"
"11007","599616142048205312","-998","-11","-90"
"11008","599616142053083904","-996","-8","-96"
"11009","599616142057962624","-994","-3","-93"
"11010","599616142062841216","-997","1","-98"
"11011","599616142067719936","-1002","1","-124"
"11012","599616142072598528","-1009","6","-135"
"11013","599616142077477120","-1009","2","-141"
"11014","599616142082355840","-1003","-2","-144"
"11015","599616142087234432","-999","-8","-154"
"11016","599616142092113166","-995","-10","-159"
"11017","599616142096991744","-996","-8","-157"
"11018","599616142101870336","-994","-16","-163"
"11019","599616142106749056","-993","-14","-157"
"11020","599616142111627648","-992","-14","-160"
"11021","599616142116506368","-991","-13","-153"
"11022","599616142121384960","-988","-14","-144"
"11023","599616142126263552","-989","-15","-140"
"11024","599616142131142272","-990","-17","-134"
"11025","599616142136020864","-991","-16","-131"
"11026","599616142140899456","-992","-19","-131"
"11027","599616142145778176","-993","-19","-132"
"11028","599616142150656768","-993","-19","-133"
"11029","599616142155535488","-997","-19","-135"
"11030","599616142160414080","-1002","-19","-143"
"11031","599616142165292672","-1011","-18","-144"
"11032","599616142170171392","-1015","-20","-157"
"11033","599616142175049984","-1022","-19","-164"
"11034","599616142179928704","-1026","-20","-174"
"11035","599616142184807296","-1031","-19","-187"
"11036","599616142189685888","-1030","-19","-196"
"11037","599616142194564608","-1030","-17","-207"
"11038","599616142199443200","-1030","-16","-216"
"11039","599616142204321792","-1028","-14","-222"
"11040","599616142209200512","-1026","-13","-226"
"11041","599616142214079104","-1019","-9","-228"
"11042","599616142218957824","-1015","-8","-231"
"11043","599616142223836416","-1012","-6","-222"
"11044","599616142228715008","-1007","-3","-222"
"11045","599616142233593728","-1003","-6","-217"
"11046","599616142238472320","-1005","-6","-213"
"11047","599616142243351040","-1006","-9","-206"
"11048","599616142248229632","-1006","-12","-205"
"11049","599616142253108224","-1008","-12","-207"
"11050","599616142257986944","-1003","-14","-208"
"11051","599616142262865536","-1002","-13","-208"
"11052","599616142267744256","-998","-14","-213"
"11053","599616142272621184","-998","-17","-214"
"11054","599616142277498112","-997","-14","-218"
"11055","599616142282375040","-996","-15","-220"
"11056","599616142287251968","-995","-19","-219"
"11057","599616142292129024","-994","-18","-230"
"11058","599616142297005952","-992","-18","-234"
"11059","599616142301882880","-992","-17","-235"
"11060","599616142306759808","-988","-16","-237"
"11061","599616142311636736","-982","-17","-236"
"11062","599616142316513664","-977","-13","-235"
"11063","599616142321390592","-974","-11","-231"
"11064","599616142326267520","-973","-7","-231"
"11065","599616142331144576","-977","-2","-227"
"11066","599616142336021504","-979","0","-226"
"11067","599616142340898432","-983","1","-225"
"11068","599616142345775360","-988","7","-227"
"11069","599616142350652288","-991","5","-232"
"11070","599616142355529216","-992","1","-237"
"11071","599616142360406144","-993","6","-240"
"11072","599616142365283200","-993","1","-242"
"11073","599616142370160128","-995","1","-243"
"11074","599616142375037056","-997","2","-243"
"11075","599616142379913984","-997","4","-241"
"11076","599616142384790912","-1000","0","-244"
"11077","599616142389667840","-1004","0","-246"
"11078","599616142394544768","-1004","-2","-247"
"11079","599616142399421824","-1007","-5","-251"
"11080","599616142404298752","-1005","-8","-251"
"11081","599616142409175680","-1003","-11","-252"
"11082","599616142414052608","-1002","-12","-253"
"11083","599616142418929536","-997","-11","-251"
"11084","599616142423806464","-994","-9","-249"
"11085","599616142428683392","-993","-11","-250"
"11086","599616142433560320","-993","-9","-251"
"11087","599616142438437376","-992","-8","-251"
"11088","599616142443314290","-991","-5","-247"
"11089","599616142448192128","-991","-4","-250"
"11090","599616142453069952","-993","-5","-254"
"11091","599616142457947776","-993","-2","-255"
"11092","599616142462825472","-993","-2","-258"
"11093","599616142467703296","-992","7","-258"
"11094","599616142472581120","-992","7","-262"
"11095","599616142477458944","-992","9","-262"
"11096","599616142482336640","-990","13","-262"
"11097","599616142487214464","-990","16","-258"
"11098","599616142492092288","-989","19","-257"
"11099","599616142496970112","-990","25","-258"
"11100","599616142501847808","-990","23","-255"
"11101","599616142506725632","-991","24","-256"
"11102","599616142511603456","-990","28","-253"
"11103","599616142516481280","-990","30","-254"
"11104","599616142521358976","-991","29","-253"
"11105","599616142526236800","-990","30","-255"
"11106","599616142531114624","-990","30","-254"
"11107","599616142535992448","-989","33","-253"
"11108","599616142540870272","-987","39","-256"
"11109","599616142545747968","-986","37","-255"
"11110","599616142550625792","-986","38","-256"
"11111","599616142555503616","-985","38","-255"
"11112","599616142560381440","-987","38","-255"
"11113","599616142565259136","-988","43","-261"
"11114","599616142570136960","-991","47","-266"
"11115","599616142575014784","-991","41","-267"
"11116","599616142579892608","-992","43","-267"
"11117","599616142584770304","-993","43","-277"
"11118","599616142589648128","-994","39","-276"
"11119","599616142594525952","-993","33","-268"
"11120","599616142599403776","-990","31","-259"
"11121","599616142604281472","-988","29","-257"
"11122","599616142609159296","-985","29","-260"
"11123","599616142614037120","-986","27","-256"
"11124","599616142618914872","-989","24","-258"
"11125","599616142623792640","-991","23","-263"
"11126","599616142628670464","-993","22","-269"
"11127","599616142633548288","-994","17","-276"
"11128","599616142638425984","-997","13","-282"
"11129","599616142643303808","-1000","5","-289"
"11130","599616142648181632","-1001","0","-301"
"11131","599616142653059456","-1001","-9","-301"
"11132","599616142657937152","-999","-9","-299"
"11133","599616142662814976","-998","-13","-290"
"11134","599616142667692800","-996","-12","-280"
"11135","599616142672570624","-995","-13","-273"
"11136","599616142677448320","-997","-10","-266"
"11137","599616142682326144","-998","-8","-261"
"11138","599616142687203968","-1002","-8","-262"
"11139","599616142692081792","-1012","-8","-258"
"11140","599616142696959488","-1023","-4","-258"
"11141","599616142701837312","-1032","-4","-259"
"11142","599616142706715136","-1039","2","-259"
"11143","599616142711592960","-1042","2","-259"
"11144","599616142716470656","-1044","3","-258"
"11145","599616142721348480","-1042","0","-260"
"11146","599616142726226304","-1043","1","-259"
"11147","599616142731104128","-1042","0","-261"
"11148","599616142735981952","-1036","0","-261"
"11149","599616142740859648","-1033","2","-264"
"11150","599616142745737472","-1023","3","-262"
"11151","599616142750615296","-1012","2","-261"
"11152","599616142755493120","-1008","6","-261"
"11153","599616142760370816","-1004","9","-260"
"11154","599616142765248640","-998","11","-259"
"11155","599616142770126464","-997","16","-257"
"11156","599616142775004288","-995","16","-256"
"11157","599616142779881984","-994","18","-253"
"11158","599616142784759808","-994","17","-250"
"11159","599616142789637632","-993","15","-247"
"11160","599616142794515444","-993","15","-244"
"11161","599616142799391616","-995","18","-244"
"11162","599616142804267776","-993","13","-237"
"11163","599616142809143808","-994","11","-245"
"11164","599616142814019968","-993","12","-241"
"11165","599616142818896000","-993","10","-241"
"11166","599616142823772160","-994","13","-244"
"11167","599616142828648192","-993","10","-244"
"11168","599616142833524352","-993","9","-246"
"11169","599616142838400384","-993","9","-244"
"11170","599616142843276544","-993","9","-247"
"11171","599616142848152576","-992","11","-247"
"11172","599616142853028736","-993","10","-248"
"11173","599616142857904768","-994","8","-250"
"11174","599616142862780928","-993","8","-252"
"11175","599616142867656960","-993","6","-255"
"11176","599616142872533120","-993","7","-254"
"11177","599616142877409152","-993","1","-254"
"11178","599616142882285312","-993","3","-254"
"11179","599616142887161344","-993","-1","-255"
"11180","599616142892037504","-993","-2","-256"
"11181","599616142896913536","-993","-3","-257"
"11182","599616142901789696","-994","-5","-257"
"11183","599616142906665728","-993","-5","-258"
"11184","599616142911541888","-995","-6","-258"
"11185","599616142916418048","-994","-7","-256"
"11186","599616142921294080","-993","-5","-257"
"11187","599616142926170240","-993","-4","-256"
"11188","599616142931046272","-993","-10","-256"
"11189","599616142935922432","-995","-7","-253"
"11190","599616142940798464","-995","-8","-254"
"11191","599616142945674624","-994","-7","-253"
"11192","599616142950550656","-996","-5","-253"
"11193","599616142955426816","-998","-5","-253"
"11194","599616142960302848","-996","-7","-254"
"11195","599616142965179008","-997","-8","-255"
"11196","599616142970054996","-998","-4","-256"
"11197","599616142974927744","-998","-3","-254"
"11198","599616142979800448","-995","-3","-255"
"11199","599616142984673152","-996","0","-254"
"11200","599616142989545856","-996","1","-255"
"11201","599616142994418560","-995","1","-252"
"11202","599616142999291264","-995","5","-253"
"11203","599616143004163968","-994","9","-251"
"11204","599616143009036672","-995","7","-250"
"11205","599616143013909376","-994","10","-253"
"11206","599616143018782080","-994","11","-253"
"11207","599616143023654784","-995","9","-256"
"11208","599616143028527488","-994","11","-255"
"11209","599616143033400192","-996","11","-255"
"11210","599616143038272896","-994","11","-258"
"11211","599616143043145600","-996","14","-256"
"11212","599616143048018304","-994","12","-258"
"11213","599616143052891008","-995","15","-260"
"11214","599616143057763712","-996","15","-258"
"11215","599616143062636416","-995","18","-260"
"11216","599616143067509120","-995","19","-263"
"11217","599616143072381952","-995","20","-263"
"11218","599616143077254656","-994","20","-262"
"11219","599616143082127360","-996","19","-260"
"11220","599616143087000064","-995","21","-262"
"11221","599616143091872768","-994","23","-261"
"11222","599616143096745472","-994","23","-260"
"11223","599616143101618176","-994","21","-258"
"11224","599616143106490880","-993","21","-255"
"11225","599616143111363584","-991","20","-251"
"11226","599616143116236288","-991","20","-247"
"11227","599616143121108992","-990","18","-243"
"11228","599616143125981696","-991","19","-249"
"11229","599616143130854400","-992","20","-255"
"11230","599616143135727104","-994","14","-253"
"11231","599616143140599808","-1000","9","-262"
"11232","599616143145472456","-1005","9","-266"
"11233","599616143150349440","-1018","13","-268"
"11234","599616143155226368","-1002","8","-258"
"11235","599616143160103296","-993","6","-231"
"11236","599616143164980224","-990","9","-233"
"11237","599616143169857280","-985","11","-230"
"11238","599616143174734208","-973","6","-218"
"11239","599616143179611136","-972","9","-233"
"11240","599616143184488064","-978","11","-254"
"11241","599616143189364992","-987","12","-259"
"11242","599616143194241920","-990","10","-262"
"11243","599616143199118848","-992","7","-261"
"11244","599616143203995776","-993","6","-260"
"11245","599616143208872832","-994","1","-261"
"11246","599616143213749760","-994","0","-260"
"11247","599616143218626688","-994","-1","-256"
"11248","599616143223503616","-994","1","-251"
"11249","599616143228380544","-993","2","-246"
"11250","599616143233257472","-992","3","-243"
"11251","599616143238134400","-993","0","-239"
"11252","599616143243011456","-993","-3","-241"
"11253","599616143247888384","-994","-1","-237"
"11254","599616143252765312","-994","-2","-238"
"11255","599616143257642240","-995","-4","-233"
"11256","599616143262519168","-998","-8","-228"
"11257","599616143267396096","-1001","-9","-227"
"11258","599616143272273024","-1002","-6","-227"
"11259","599616143277150080","-1006","-9","-223"
"11260","599616143282027008","-1005","-9","-227"
"11261","599616143286903936","-1006","-9","-226"
"11262","599616143291780864","-1006","-11","-229"
"11263","599616143296657792","-1002","-11","-223"
"11264","599616143301534720","-997","-10","-229"
"11265","599616143306411648","-995","-9","-228"
"11266","599616143311288576","-996","-7","-226"
"11267","599616143316165632","-993","-4","-227"
"11268","599616143321042488","-994","-2","-226"
"11269","599616143325919360","-998","-2","-226"
"11270","599616143330796288","-994","2","-222"
"11271","599616143335673216","-993","2","-223"
"11272","599616143340550144","-993","5","-217"
"11273","599616143345427200","-993","8","-216"
"11274","599616143350304128","-993","10","-218"
"11275","599616143355181056","-993","12","-224"
"11276","599616143360057984","-992","12","-224"
"11277","599616143364934912","-992","12","-228"
"11278","599616143369811840","-992","11","-232"
"11279","599616143374688768","-993","15","-229"
"11280","599616143379565824","-993","20","-221"
"11281","599616143384442752","-992","20","-225"
"11282","599616143389319680","-993","21","-230"
"11283","599616143394196608","-992","22","-226"
"11284","599616143399073536","-992","26","-226"
"11285","599616143403950464","-992","23","-227"
"11286","599616143408827392","-992","23","-230"
"11287","599616143413704448","-993","19","-227"
"11288","599616143418581376","-991","18","-226"
"11289","599616143423458304","-991","17","-223"
"11290","599616143428335232","-992","13","-221"
"11291","599616143433212160","-992","14","-224"
"11292","599616143438089088","-993","14","-223"
"11293","599616143442966016","-993","12","-225"
"11294","599616143447843072","-994","7","-222"
"11295","599616143452720000","-995","8","-221"
"11296","599616143457596928","-996","3","-221"
"11297","599616143462473856","-996","3","-217"
"11298","599616143467350784","-997","1","-221"
"11299","599616143472227712","-996","0","-220"
"11300","599616143477104640","-997","3","-218"
"11301","599616143481981568","-999","4","-219"
"11302","599616143486858624","-998","2","-218"
"11303","599616143491735552","-1000","1","-219"
"11304","599616143496612542","-1000","-4","-218"
"11305","599616143501489408","-1000","-3","-216"
"11306","599616143506366336","-1000","0","-219"
"11307","599616143511243264","-999","-3","-224"
"11308","599616143516120192","-998","-2","-221"
"11309","599616143520997248","-997","-4","-219"
"11310","599616143525874176","-996","-4","-215"
"11311","599616143530751104","-995","-4","-218"
"11312","599616143535628032","-994","-5","-218"
"11313","599616143540504960","-995","-3","-215"
"11314","599616143545381888","-994","0","-213"
"11315","599616143550258816","-995","-5","-210"
"11316","599616143555135872","-994","-5","-209"
"11317","599616143560012800","-995","-1","-211"
"11318","599616143564889728","-994","-2","-218"
"11319","599616143569766656","-996","0","-217"
"11320","599616143574643584","-994","-1","-218"
"11321","599616143579520512","-995","-5","-217"
"11322","599616143584397440","-993","-5","-214"
"11323","599616143589274496","-993","-6","-215"
"11324","599616143594151424","-993","-4","-215"
"11325","599616143599028352","-994","-5","-214"
"11326","599616143603905280","-994","-4","-216"
"11327","599616143608782208","-994","-5","-222"
"11328","599616143613659136","-994","-5","-219"
"11329","599616143618536064","-996","-2","-222"
"11330","599616143623413120","-994","-3","-221"
"11331","599616143628290048","-995","-3","-225"
"11332","599616143633166976","-995","-4","-225"
"11333","599616143638043904","-994","1","-228"
"11334","599616143642920832","-994","-3","-228"
"11335","599616143647797760","-994","-2","-223"
"11336","599616143652674688","-993","-2","-217"
"11337","599616143657551616","-993","-3","-211"
"11338","599616143662428672","-992","-2","-204"
"11339","599616143667305600","-992","-2","-190"
"11340","599616143672182596","-993","-4","-184"
"11341","599616143677058816","-995","-3","-192"
"11342","599616143681934976","-996","-1","-198"
"11343","599616143686811008","-1003","2","-211"
"11344","599616143691687168","-1002","-1","-203"
"11345","599616143696563200","-1024","-4","-236"
"11346","599616143701439360","-1046","5","-254"
"11347","599616143706315392","-1053","9","-263"
"11348","599616143711191552","-1035","5","-229"
"11349","599616143716067584","-998","0","-159"
"11350","599616143720943744","-994","1","-190"
"11351","599616143725819776","-992","3","-189"
"11352","599616143730695936","-984","2","-173"
"11353","599616143735571968","-984","7","-206"
"11354","599616143740448128","-987","7","-219"
"11355","599616143745324160","-991","9","-227"
"11356","599616143750200320","-992","9","-231"
"11357","599616143755076352","-993","10","-232"
"11358","599616143759952512","-994","6","-227"
"11359","599616143764828544","-997","4","-219"
"11360","599616143769704704","-1001","6","-211"
"11361","599616143774580736","-999","-1","-202"
"11362","599616143779456896","-998","5","-194"
"11363","599616143784333056","-997","8","-184"
"11364","599616143789209088","-997","6","-190"
"11365","599616143794085248","-997","6","-182"
"11366","599616143798961280","-995","9","-185"
"11367","599616143803837440","-996","10","-178"
"11368","599616143808713472","-994","8","-178"
"11369","599616143813589632","-994","13","-175"
"11370","599616143818465664","-996","11","-177"
"11371","599616143823341824","-998","7","-179"
"11372","599616143828217856","-1000","3","-177"
"11373","599616143833094016","-1000","8","-177"
"11374","599616143837970048","-1002","3","-181"
"11375","599616143842846208","-1000","2","-189"
"11376","599616143847722158","-1000","1","-189"
"11377","599616143852596480","-995","-1","-196"
"11378","599616143857470848","-997","-2","-190"
"11379","599616143862345344","-997","-2","-197"
"11380","599616143867219712","-996","-1","-190"
"11381","599616143872094080","-995","-3","-195"
"11382","599616143876968448","-995","-2","-197"
"11383","599616143881842944","-994","-5","-191"
"11384","599616143886717312","-993","-5","-193"
"11385","599616143891591680","-994","-5","-188"
"11386","599616143896466048","-993","-5","-184"
"11387","599616143901340544","-994","-6","-187"
"11388","599616143906214912","-994","-4","-183"
"11389","599616143911089280","-994","-7","-188"
"11390","599616143915963648","-995","-3","-186"
"11391","599616143920838144","-996","-6","-192"
"11392","599616143925712512","-996","-8","-192"
"11393","599616143930586880","-999","-9","-194"
"11394","599616143935461376","-998","-11","-185"
"11395","599616143940335744","-998","-6","-177"
"11396","599616143945210112","-995","-5","-180"
"11397","599616143950084480","-996","-5","-176"
"11398","599616143954958976","-996","0","-188"
"11399","599616143959833344","-995","-6","-195"
"11400","599616143964707712","-997","-8","-192"
"11401","599616143969582080","-995","-10","-184"
"11402","599616143974456576","-994","-11","-171"
"11403","599616143979330944","-993","-9","-166"
"11404","599616143984205312","-995","-11","-160"
"11405","599616143989079680","-997","-11","-166"
"11406","599616143993954176","-1001","-10","-167"
"11407","599616143998828544","-1004","-10","-168"
"11408","599616144003702912","-1003","-9","-172"
"11409","599616144008577408","-1000","-12","-166"
"11410","599616144013451776","-996","-11","-165"
"11411","599616144018326144","-996","-10","-164"
"11412","599616144023200638","-995","-13","-161"
"11413","599616144028075008","-994","-12","-155"
"11414","599616144032949376","-994","-11","-147"
"11415","599616144037823872","-996","-12","-152"
"11416","599616144042698240","-999","-14","-146"
"11417","599616144047572608","-1003","-12","-145"
"11418","599616144052446976","-1008","-8","-144"
"11419","599616144057321472","-1010","-9","-144"
"11420","599616144062195840","-1014","-11","-146"
"11421","599616144067070208","-1016","-9","-143"
"11422","599616144071944576","-1014","-7","-143"
"11423","599616144076819072","-1010","-8","-142"
"11424","599616144081693440","-1008","-6","-143"
"11425","599616144086567808","-1005","-5","-143"
"11426","599616144091442304","-1006","-2","-142"
"11427","599616144096316672","-1003","0","-149"
"11428","599616144101191040","-1007","-5","-155"
"11429","599616144106065408","-1005","-1","-149"
"11430","599616144110939904","-1005","-3","-147"
"11431","599616144115814272","-1003","-1","-146"
"11432","599616144120688640","-1003","0","-141"
"11433","599616144125563008","-1003","-1","-142"
"11434","599616144130437504","-1003","-3","-143"
"11435","599616144135311872","-1003","-2","-145"
"11436","599616144140186240","-1005","0","-145"
"11437","599616144145060736","-1007","-1","-148"
"11438","599616144149935104","-1007","-4","-151"
"11439","599616144154809472","-1006","-2","-146"
"11440","599616144159683840","-1003","-4","-149"
"11441","599616144164558336","-1002","-1","-153"
"11442","599616144169432704","-1001","-1","-155"
"11443","599616144174307072","-1000","-1","-153"
"11444","599616144179181440","-995","0","-151"
"11445","599616144184055936","-996","3","-154"
"11446","599616144188930304","-996","2","-154"
"11447","599616144193804672","-996","3","-150"
"11448","599616144198679138","-995","6","-148"
"11449","599616144203554432","-997","0","-145"
"11450","599616144208429696","-994","5","-137"
"11451","599616144213304960","-993","5","-131"
"11452","599616144218180224","-991","4","-124"
"11453","599616144223055488","-991","2","-117"
"11454","599616144227930624","-991","3","-116"
"11455","599616144232805888","-990","6","-118"
"11456","599616144237681152","-992","11","-117"
"11457","599616144242556416","-993","11","-107"
"11458","599616144247431680","-998","10","-116"
"11459","599616144252306944","-1012","2","-133"
"11460","599616144257182208","-1039","8","-148"
"11461","599616144262057472","-1045","8","-156"
"11462","599616144266932736","-1018","9","-84"
"11463","599616144271808000","-996","9","-52"
"11464","599616144276683136","-995","12","-77"
"11465","599616144281558400","-992","7","-71"
"11466","599616144286433664","-990","6","-80"
"11467","599616144291308928","-991","3","-124"
"11468","599616144296184192","-993","10","-130"
"11469","599616144301059456","-995","15","-131"
"11470","599616144305934720","-1003","7","-135"
"11471","599616144310809984","-1013","7","-130"
"11472","599616144315685248","-1017","-1","-122"
"11473","599616144320560512","-1019","-5","-119"
"11474","599616144325435648","-1020","-7","-106"
"11475","599616144330310912","-1021","-8","-98"
"11476","599616144335186176","-1026","-6","-87"
"11477","599616144340061440","-1028","-4","-87"
"11478","599616144344936704","-1032","-6","-91"
"11479","599616144349811968","-1024","-3","-95"
"11480","599616144354687232","-1017","-3","-88"
"11481","599616144359562496","-1011","1","-93"
"11482","599616144364437760","-1009","4","-89"
"11483","599616144369312896","-1003","6","-88"
"11484","599616144374188166","-1006","5","-84"
"11485","599616144379064320","-1007","7","-92"
"11486","599616144383940480","-1009","6","-86"
"11487","599616144388816512","-1007","6","-92"
"11488","599616144393692672","-1006","3","-86"
"11489","599616144398568704","-1004","4","-93"
"11490","599616144403444864","-1001","1","-90"
"11491","599616144408320896","-998","-1","-88"
"11492","599616144413197056","-996","2","-83"
"11493","599616144418073088","-998","1","-88"
"11494","599616144422949248","-996","0","-85"
"11495","599616144427825280","-995","1","-82"
"11496","599616144432701440","-994","0","-82"
"11497","599616144437577472","-994","0","-79"
"11498","599616144442453632","-993","2","-79"
"11499","599616144447329664","-994","1","-80"
"11500","599616144452205824","-993","3","-80"
"11501","599616144457081856","-994","1","-79"
"11502","599616144461958016","-994","0","-83"
"11503","599616144466834048","-994","2","-85"
"11504","599616144471710208","-995","0","-86"
"11505","599616144476586240","-997","-2","-84"
"11506","599616144481462400","-995","-4","-85"
"11507","599616144486338432","-997","-7","-78"
"11508","599616144491214592","-999","-10","-84"
"11509","599616144496090624","-1001","-10","-71"
"11510","599616144500966784","-999","-7","-66"
"11511","599616144505842944","-1004","-7","-75"
"11512","599616144510718976","-1012","-4","-79"
"11513","599616144515595136","-1012","-7","-73"
"11514","599616144520471168","-1013","-7","-79"
"11515","599616144525347328","-1006","-3","-74"
"11516","599616144530223360","-1000","-6","-73"
"11517","599616144535099520","-995","-4","-67"
"11518","599616144539975552","-995","-2","-61"
"11519","599616144544851712","-1000","-3","-63"
"11520","599616144549727712","-1011","-3","-64"
"11521","599616144554605568","-1025","0","-61"
"11522","599616144559483392","-1023","-2","-60"
"11523","599616144564361216","-1030","-3","-62"
"11524","599616144569238912","-1028","-4","-64"
"11525","599616144574116736","-1021","-1","-62"
"11526","599616144578994560","-1018","-4","-61"
"11527","599616144583872384","-1016","0","-60"
"11528","599616144588750080","-1015","0","-63"
"11529","599616144593627904","-1012","-5","-64"
"11530","599616144598505728","-1008","0","-58"
"11531","599616144603383552","-1005","-1","-67"
"11532","599616144608261248","-1002","-1","-62"
"11533","599616144613139072","-1000","-3","-61"
"11534","599616144618016896","-997","0","-62"
"11535","599616144622894720","-996","1","-60"
"11536","599616144627772416","-994","-2","-63"
"11537","599616144632650240","-994","1","-62"
"11538","599616144637528064","-995","1","-60"
"11539","599616144642405888","-993","3","-63"
"11540","599616144647283584","-993","0","-64"
"11541","599616144652161408","-993","-1","-60"
"11542","599616144657039232","-992","2","-58"
"11543","599616144661917056","-993","-2","-61"
"11544","599616144666794752","-992","0","-56"
"11545","599616144671672576","-993","-2","-52"
"11546","599616144676550400","-993","-6","-57"
"11547","599616144681428224","-993","-7","-53"
"11548","599616144686306048","-993","-9","-53"
"11549","599616144691183744","-993","-9","-55"
"11550","599616144696061568","-994","-13","-52"
"11551","599616144700939392","-994","-13","-51"
"11552","599616144705817216","-994","-13","-53"
"11553","599616144710694912","-995","-15","-51"
"11554","599616144715572736","-995","-16","-49"
"11555","599616144720450560","-995","-18","-51"
"11556","599616144725328268","-996","-16","-54"
"11557","599616144730205184","-998","-16","-54"
"11558","599616144735082112","-996","-13","-54"
"11559","599616144739959040","-995","-12","-50"
"11560","599616144744835968","-994","-9","-44"
"11561","599616144749713024","-996","-8","-40"
"11562","599616144754589952","-997","-5","-40"
"11563","599616144759466880","-1003","-2","-36"
"11564","599616144764343808","-1007","-2","-36"
"11565","599616144769220736","-1002","0","-33"
"11566","599616144774097664","-1000","4","-30"
"11567","599616144778974592","-998","4","-30"
"11568","599616144783851648","-998","3","-31"
"11569","599616144788728576","-1001","5","-33"
"11570","599616144793605504","-1003","4","-42"
"11571","599616144798482432","-1007","11","-50"
"11572","599616144803359360","-1016","10","-63"
"11573","599616144808236288","-1032","1","-86"
"11574","599616144813113216","-1045","2","-106"
"11575","599616144817990144","-1045","3","-113"
"11576","599616144822867200","-1003","5","-38"
"11577","599616144827744128","-986","8","-8"
"11578","599616144832621056","-974","3","-14"
"11579","599616144837497984","-974","0","-17"
"11580","599616144842374912","-983","-4","-25"
"11581","599616144847251840","-992","-2","-46"
"11582","599616144852128768","-993","0","-58"
"11583","599616144857005824","-995","7","-75"
"11584","599616144861882752","-995","6","-106"
"11585","599616144866759680","-994","3","-109"
"11586","599616144871636608","-993","3","-101"
"11587","599616144876513536","-987","-2","-71"
"11588","599616144881390464","-982","1","-53"
"11589","599616144886267392","-989","0","-42"
