"sample_id","device_timestamp_ns","x_mG","y_mG","z_mG"
"5973","599616117491479552","-6071","2017","-2297"
"5974","599616117496356480","-2009","903","411"
"5975","599616117501233536","-1988","-579","347"
"5976","599616117506110432","-3178","-864","237"
"5977","599616117510984832","-4058","-237","360"
"5978","599616117515859200","-4376","503","266"
"5979","599616117520733696","-4403","745","243"
"5980","599616117525608064","-3941","869","257"
"5981","599616117530482432","-3370","911","448"
"5982","599616117535356800","-3218","694","597"
"5983","599616117540231296","-3382","418","575"
"5984","599616117545105664","-3508","260","442"
"5985","599616117549980032","-3388","254","294"
"5986","599616117554854400","-3090","260","232"
"5987","599616117559728896","-2753","219","336"
"5988","599616117564603264","-2417","197","487"
"5989","599616117569477632","-2113","193","564"
"5990","599616117574352128","-1854","209","550"
"5991","599616117579226496","-1605","215","473"
"5992","599616117584100864","-1438","213","327"
"5993","599616117588975232","-1305","198","163"
"5994","599616117593849728","-1184","134","42"
"5995","599616117598724096","-1035","55","-111"
"5996","599616117603598464","-907","-20","-247"
"5997","599616117608472832","-737","-80","-214"
"5998","599616117613347328","-556","-140","-146"
"5999","599616117618221696","-451","-163","-137"
"6000","599616117623096064","-340","-183","-124"
"6001","599616117627970560","-252","-169","-134"
"6002","599616117632844928","-217","-154","-138"
"6003","599616117637719296","-202","-144","-112"
"6004","599616117642593664","-169","-109","-99"
"6005","599616117647468160","-83","-81","-70"
"6006","599616117652342528","28","-58","-45"
"6007","599616117657216896","110","-41","-31"
"6008","599616117662091264","224","-31","-25"
"6009","599616117666965760","301","-27","-12"
"6010","599616117671840128","386","-24","-12"
"6011","599616117676714496","463","-25","-16"
"6012","599616117681588938","506","-24","-22"
"6013","599616117686465152","569","-19","-34"
"6014","599616117691341312","608","-23","-44"
"6015","599616117696217344","617","-24","-53"
"6016","599616117701093504","617","-21","-58"
"6017","599616117705969536","611","-18","-71"
"6018","599616117710845696","573","-15","-81"
"6019","599616117715721728","531","-10","-79"
"6020","599616117720597888","493","-8","-71"
"6021","599616117725473920","473","10","-52"
"6022","599616117730350080","423","25","-32"
"6023","599616117735226112","374","41","-16"
"6024","599616117740102272","303","64","-2"
"6025","599616117744978304","249","74","21"
"6026","599616117749854464","207","81","33"
"6027","599616117754730496","129","85","35"
"6028","599616117759606656","62","85","27"
"6029","599616117764482688","4","85","17"
"6030","599616117769358848","-59","83","5"
"6031","599616117774234880","-130","75","-6"
"6032","599616117779111040","-220","68","-21"
"6033","599616117783987072","-272","67","-33"
"6034","599616117788863232","-357","55","-57"
"6035","599616117793739264","-398","55","-89"
"6036","599616117798615424","-438","75","-116"
"6037","599616117803491584","-443","83","-132"
"6038","599616117808367616","-434","94","-148"
"6039","599616117813243776","-406","105","-182"
"6040","599616117818119808","-374","107","-223"
"6041","599616117822995968","-302","115","-235"
"6042","599616117827872000","-239","97","-240"
"6043","599616117832748160","-172","88","-233"
"6044","599616117837624192","-93","74","-195"
"6045","599616117842500352","-15","49","-131"
"6046","599616117847376384","25","32","-98"
"6047","599616117852252544","41","-3","-117"
"6048","599616117857128494","7","-26","-186"
"6049","599616117862004608","-49","-39","-244"
"6050","599616117866880768","-111","-36","-180"
"6051","599616117871756800","-141","-31","-31"
"6052","599616117876632960","-241","-24","103"
"6053","599616117881508992","-432","-21","220"
"6054","599616117886385152","-706","-17","355"
"6055","599616117891261184","-1080","-18","522"
"6056","599616117896137344","-1728","4","744"
"6057","599616117901013376","-3416","-91","1442"
"6058","599616117905889536","-7530","19","919"
"6059","599616117910765568","-7806","1872","-3430"
"6060","599616117915641728","-4022","1646","-327"
"6061","599616117920517760","-1535","-319","1094"
"6062","599616117925393920","-2455","-1105","334"
"6063","599616117930269952","-3394","-804","237"
"6064","599616117935146112","-4049","-66","214"
"6065","599616117940022144","-4285","479","12"
"6066","599616117944898304","-4081","798","-66"
"6067","599616117949774336","-3591","948","124"
"6068","599616117954650496","-3378","936","392"
"6069","599616117959526528","-3467","822","476"
"6070","599616117964402688","-3527","664","423"
"6071","599616117969278720","-3484","564","318"
"6072","599616117974154880","-3294","501","261"
"6073","599616117979030912","-3084","435","270"
"6074","599616117983907072","-2904","311","290"
"6075","599616117988783104","-2664","209","357"
"6076","599616117993659264","-2400","169","416"
"6077","599616117998535296","-2127","137","431"
"6078","599616118003411456","-1893","100","379"
"6079","599616118008287616","-1687","86","200"
"6080","599616118013163648","-1506","72","43"
"6081","599616118018039808","-1311","38","-89"
"6082","599616118022915840","-1180","-3","-184"
"6083","599616118027792000","-1045","-37","-129"
"6084","599616118032668030","-901","-71","-87"
"6085","599616118037544192","-739","-83","-142"
"6086","599616118042420352","-621","-80","-192"
"6087","599616118047296384","-535","-72","-146"
"6088","599616118052172544","-487","-57","-141"
"6089","599616118057048576","-411","-42","-140"
"6090","599616118061924736","-300","-31","-137"
"6091","599616118066800768","-223","-30","-130"
"6092","599616118071676928","-157","-30","-124"
"6093","599616118076552960","-53","-32","-121"
"6094","599616118081429120","66","-30","-110"
"6095","599616118086305152","205","-36","-98"
"6096","599616118091181312","301","-42","-98"
"6097","599616118096057344","418","-39","-104"
"6098","599616118100933504","490","-45","-99"
"6099","599616118105809536","534","-44","-88"
"6100","599616118110685696","604","-47","-81"
"6101","599616118115561728","639","-45","-74"
"6102","599616118120437888","702","-42","-81"
"6103","599616118125313920","748","-39","-99"
"6104","599616118130190080","768","-39","-118"
"6105","599616118135066112","774","-33","-127"
"6106","599616118139942272","760","-24","-138"
"6107","599616118144818304","715","-10","-156"
"6108","599616118149694464","625","15","-148"
"6109","599616118154570496","543","31","-127"
"6110","599616118159446656","488","38","-77"
"6111","599616118164322688","444","49","-37"
"6112","599616118169198848","386","62","-7"
"6113","599616118174074880","306","67","19"
"6114","599616118178951040","234","67","38"
"6115","599616118183827200","135","68","47"
"6116","599616118188703232","24","64","47"
"6117","599616118193579392","-76","68","31"
"6118","599616118198455424","-202","63","18"
"6119","599616118203331584","-302","61","1"
"6120","599616118208207566","-417","60","-15"
"6121","599616118213087104","-497","69","-21"
"6122","599616118217966592","-559","80","-31"
"6123","599616118222846080","-616","87","-37"
"6124","599616118227725568","-625","93","-41"
"6125","599616118232605056","-623","103","-41"
"6126","599616118237484544","-609","122","-43"
"6127","599616118242364032","-542","124","-31"
"6128","599616118247243520","-480","134","-24"
"6129","599616118252123008","-383","125","-21"
"6130","599616118257002496","-265","124","-20"
"6131","599616118261881984","-172","114","-21"
"6132","599616118266761472","-71","105","-25"
"6133","599616118271640960","-5","97","-21"
"6134","599616118276520448","36","94","-18"
"6135","599616118281399936","91","89","-22"
"6136","599616118286279424","118","88","-56"
"6137","599616118291158912","118","84","-125"
"6138","599616118296038400","103","47","-176"
"6139","599616118300917888","56","7","-166"
"6140","599616118305797376","8","-18","-65"
"6141","599616118310676864","-49","-22","72"
"6142","599616118315556352","-179","-11","251"
"6143","599616118320435840","-377","-7","426"
"6144","599616118325315328","-629","1","610"
"6145","599616118330194816","-965","30","839"
"6146","599616118335074304","-1410","92","1023"
"6147","599616118339953792","-2210","167","1344"
"6148","599616118344833280","-4729","162","1624"
"6149","599616118349712768","-7945","2035","-811"
"6150","599616118354592256","-7158","2635","-2578"
"6151","599616118359471744","-3680","-864","218"
"6152","599616118364351232","-2527","-1874","520"
"6153","599616118369230720","-2709","-920","619"
"6154","599616118374110208","-3630","229","607"
"6155","599616118378989696","-4469","819","415"
"6156","599616118383869178","-4486","982","260"
"6157","599616118388748672","-3807","962","483"
"6158","599616118393628160","-3474","833","864"
"6159","599616118398507648","-3652","627","987"
"6160","599616118403387136","-3831","499","952"
"6161","599616118408266624","-3709","506","844"
"6162","599616118413146112","-3387","511","646"
"6163","599616118418025600","-3024","438","455"
"6164","599616118422905088","-2709","319","385"
"6165","599616118427784576","-2440","252","411"
"6166","599616118432664064","-2187","236","422"
"6167","599616118437543552","-1984","214","397"
"6168","599616118442423040","-1818","193","360"
"6169","599616118447302528","-1634","157","329"
"6170","599616118452182016","-1467","116","304"
"6171","599616118457061504","-1277","88","231"
"6172","599616118461940992","-1094","42","128"
"6173","599616118466820480","-918","-11","12"
"6174","599616118471699968","-719","-38","-62"
"6175","599616118476579456","-540","-63","-171"
"6176","599616118481458944","-405","-78","-250"
"6177","599616118486338432","-279","-70","-294"
"6178","599616118491217920","-205","-50","-304"
"6179","599616118496097408","-107","-37","-268"
"6180","599616118500976896","-16","-33","-221"
"6181","599616118505856384","48","-34","-154"
"6182","599616118510735872","140","-40","-126"
"6183","599616118515615360","229","-46","-129"
"6184","599616118520494848","317","-53","-148"
"6185","599616118525374336","388","-68","-162"
"6186","599616118530253824","434","-48","-213"
"6187","599616118535133312","560","-54","-221"
"6188","599616118540012800","634","-53","-196"
"6189","599616118544892288","732","-36","-218"
"6190","599616118549771776","774","-30","-209"
"6191","599616118554651264","820","-19","-218"
"6192","599616118559530786","875","4","-203"
"6193","599616118564410240","899","29","-157"
"6194","599616118569289728","879","62","-152"
"6195","599616118574169216","800","87","-161"
"6196","599616118579048704","750","111","-169"
"6197","599616118583928192","683","141","-163"
"6198","599616118588807680","612","144","-137"
"6199","599616118593687168","538","141","-104"
"6200","599616118598566656","477","133","-60"
"6201","599616118603446144","377","139","-37"
"6202","599616118608325632","253","132","-23"
"6203","599616118613205120","117","141","-14"
"6204","599616118618084608","-8","142","-3"
"6205","599616118622964096","-142","146","11"
"6206","599616118627843584","-265","146","25"
"6207","599616118632723072","-392","156","29"
"6208","599616118637602560","-480","149","23"
"6209","599616118642482048","-529","132","20"
"6210","599616118647361536","-591","115","17"
"6211","599616118652241024","-617","97","6"
"6212","599616118657120512","-612","88","1"
"6213","599616118662000000","-572","70","5"
"6214","599616118666879488","-507","39","0"
"6215","599616118671758976","-455","28","-1"
"6216","599616118676638464","-358","24","-3"
"6217","599616118681517952","-250","27","-12"
"6218","599616118686397440","-164","36","-18"
"6219","599616118691276928","-73","45","-21"
"6220","599616118696156416","-2","56","-21"
"6221","599616118701035904","36","69","-15"
"6222","599616118705915392","94","64","5"
"6223","599616118710794880","122","71","27"
"6224","599616118715674368","150","82","37"
"6225","599616118720553856","169","85","30"
"6226","599616118725433344","150","86","3"
"6227","599616118730312832","116","74","-20"
"6228","599616118735192394","50","54","-32"
"6229","599616118740069376","-5","18","-38"
"6230","599616118744946304","-78","0","-2"
"6231","599616118749823232","-181","-5","128"
"6232","599616118754700160","-328","12","295"
"6233","599616118759577216","-548","71","458"
"6234","599616118764454144","-859","135","596"
"6235","599616118769331072","-1306","254","765"
"6236","599616118774208000","-2025","447","991"
"6237","599616118779084928","-3929","877","1502"
"6238","599616118783961856","-7494","1826","312"
"6239","599616118788838784","-7984","2291","-2082"
"6240","599616118793715712","-4835","137","-277"
"6241","599616118798592768","-2459","-1145","754"
"6242","599616118803469696","-2543","-1352","852"
"6243","599616118808346624","-3425","-464","1149"
"6244","599616118813223552","-4381","545","963"
"6245","599616118818100480","-4823","1088","509"
"6246","599616118822977408","-4313","1259","366"
"6247","599616118827854336","-3482","1129","628"
"6248","599616118832731392","-3252","889","857"
"6249","599616118837608320","-3450","673","794"
"6250","599616118842485248","-3506","504","591"
"6251","599616118847362176","-3294","412","469"
"6252","599616118852239104","-2983","304","463"
"6253","599616118857116032","-2710","233","494"
"6254","599616118861992960","-2477","214","583"
"6255","599616118866869888","-2240","214","629"
"6256","599616118871746944","-2026","215","600"
"6257","599616118876623872","-1831","214","507"
"6258","599616118881500800","-1616","206","374"
"6259","599616118886377728","-1410","180","203"
"6260","599616118891254656","-1188","143","36"
"6261","599616118896131584","-974","95","-85"
"6262","599616118901008512","-786","81","-176"
"6263","599616118905885568","-626","75","-179"
"6264","599616118910762418","-499","76","-123"
"6265","599616118915639296","-407","77","-55"
"6266","599616118920516224","-340","84","-25"
"6267","599616118925393152","-261","87","-2"
"6268","599616118930270080","-196","81","36"
"6269","599616118935147136","-109","66","58"
"6270","599616118940024064","-26","34","65"
"6271","599616118944900992","50","14","59"
"6272","599616118949777920","147","-12","31"
"6273","599616118954654848","236","-21","3"
"6274","599616118959531776","304","-29","-19"
"6275","599616118964408704","329","-24","-45"
"6276","599616118969285760","432","-20","-81"
"6277","599616118974162688","504","-13","-97"
"6278","599616118979039616","543","-2","-92"
"6279","599616118983916544","605","15","-127"
"6280","599616118988793472","646","26","-130"
"6281","599616118993670400","694","47","-131"
"6282","599616118998547328","721","61","-133"
"6283","599616119003424384","749","72","-131"
"6284","599616119008301312","752","73","-125"
"6285","599616119013178240","731","75","-113"
"6286","599616119018055168","675","78","-109"
"6287","599616119022932096","611","79","-79"
"6288","599616119027809024","535","81","-55"
"6289","599616119032685952","483","84","-32"
"6290","599616119037563008","409","84","-16"
"6291","599616119042439936","315","78","-4"
"6292","599616119047316864","223","71","1"
"6293","599616119052193792","116","62","-2"
"6294","599616119057070720","16","55","-6"
"6295","599616119061947648","-71","46","-12"
"6296","599616119066824576","-184","45","-21"
"6297","599616119071701504","-270","38","-29"
"6298","599616119076578560","-377","38","-47"
"6299","599616119081455488","-463","40","-74"
"6300","599616119086332472","-500","43","-107"
"6301","599616119091209344","-542","56","-129"
"6302","599616119096086272","-562","49","-132"
"6303","599616119100963200","-552","47","-130"
"6304","599616119105840128","-511","44","-116"
"6305","599616119110717184","-475","36","-95"
"6306","599616119115594112","-405","26","-79"
"6307","599616119120471040","-323","17","-63"
"6308","599616119125347968","-245","3","-51"
"6309","599616119130224896","-191","-9","-45"
"6310","599616119135101824","-121","-16","-35"
"6311","599616119139978752","-68","-21","-29"
"6312","599616119144855808","-25","-26","-27"
"6313","599616119149732736","2","-27","-30"
"6314","599616119154609664","21","-34","-53"
"6315","599616119159486592","27","-53","-116"
"6316","599616119164363520","6","-80","-195"
"6317","599616119169240448","-28","-110","-243"
"6318","599616119174117376","-102","-122","-223"
"6319","599616119178994432","-193","-130","-148"
"6320","599616119183871360","-308","-116","-47"
"6321","599616119188748288","-488","-62","77"
"6322","599616119193625216","-736","-39","260"
"6323","599616119198502144","-1097","-44","453"
"6324","599616119203379072","-1707","-44","666"
"6325","599616119208256000","-3119","-104","1413"
"6326","599616119213133056","-7145","-231","1565"
"6327","599616119218009984","-7993","3053","-3816"
"6328","599616119222886912","-4995","3052","-1454"
"6329","599616119227763840","-1850","117","873"
"6330","599616119232640768","-1906","-909","838"
"6331","599616119237517696","-2992","-707","733"
"6332","599616119242394624","-4494","-65","52"
"6333","599616119247271552","-5163","523","-459"
"6334","599616119252148608","-4546","833","-258"
"6335","599616119257025536","-3591","923","146"
"6336","599616119261902526","-3076","859","386"
"6337","599616119266778624","-3123","785","411"
"6338","599616119271654784","-3393","725","340"
"6339","599616119276530816","-3480","639","248"
"6340","599616119281406976","-3207","543","268"
"6341","599616119286283008","-2813","415","386"
"6342","599616119291159168","-2484","266","474"
"6343","599616119296035200","-2285","190","484"
"6344","599616119300911360","-2112","155","474"
"6345","599616119305787392","-1915","153","419"
"6346","599616119310663552","-1651","148","359"
"6347","599616119315539584","-1424","121","248"
"6348","599616119320415744","-1238","99","72"
"6349","599616119325291776","-1069","86","-73"
"6350","599616119330167936","-896","48","-132"
"6351","599616119335043968","-727","13","-169"
"6352","599616119339920128","-586","-7","-201"
"6353","599616119344796160","-493","-17","-204"
"6354","599616119349672320","-411","-27","-178"
"6355","599616119354548352","-319","-36","-152"
"6356","599616119359424512","-235","-44","-140"
"6357","599616119364300544","-133","-47","-132"
"6358","599616119369176704","-17","-50","-128"
"6359","599616119374052864","61","-41","-131"
"6360","599616119378928896","170","-41","-126"
"6361","599616119383805056","291","-24","-132"
"6362","599616119388681088","442","-21","-102"
"6363","599616119393557248","541","-6","-84"
"6364","599616119398433280","680","15","-75"
"6365","599616119403309440","761","28","-52"
"6366","599616119408185472","814","56","-62"
"6367","599616119413061632","894","79","-62"
"6368","599616119417937664","942","90","-68"
"6369","599616119422813824","978","101","-86"
"6370","599616119427689856","986","112","-102"
"6371","599616119432566016","950","125","-119"
"6372","599616119437442088","849","129","-135"
"6373","599616119442319872","738","117","-160"
"6374","599616119447197696","622","104","-164"
"6375","599616119452075520","536","96","-139"
"6376","599616119456953216","484","86","-99"
"6377","599616119461831040","417","86","-37"
"6378","599616119466708864","327","86","-8"
"6379","599616119471586688","232","81","16"
"6380","599616119476464384","129","82","35"
"6381","599616119481342208","28","74","50"
"6382","599616119486220032","-58","68","60"
"6383","599616119491097856","-167","65","55"
"6384","599616119495975552","-262","61","42"
"6385","599616119500853376","-369","60","25"
"6386","599616119505731200","-453","54","7"
"6387","599616119510609024","-503","44","-12"
"6388","599616119515486720","-557","35","-22"
"6389","599616119520364544","-600","27","-25"
"6390","599616119525242368","-612","15","-33"
"6391","599616119530120192","-601","1","-41"
"6392","599616119534997888","-555","-10","-42"
"6393","599616119539875712","-502","-13","-35"
"6394","599616119544753536","-449","-13","-30"
"6395","599616119549631360","-359","-10","-20"
"6396","599616119554509056","-262","-7","-13"
"6397","599616119559386880","-209","-2","-11"
"6398","599616119564264704","-132","3","-20"
"6399","599616119569142528","-105","-2","-48"
"6400","599616119574020352","-87","-10","-99"
"6401","599616119578898048","-75","-19","-132"
"6402","599616119583775872","-82","-20","-127"
"6403","599616119588653696","-122","-13","-71"
"6404","599616119593531520","-215","7","-13"
"6405","599616119598409216","-338","57","85"
"6406","599616119603287040","-500","98","239"
"6407","599616119608164864","-706","148","445"
"6408","599616119613042644","-986","182","687"
"6409","599616119617919616","-1469","222","887"
"6410","599616119622796544","-2454","341","1407"
"6411","599616119627673472","-5053","375","1435"
"6412","599616119632550400","-7983","1609","-567"
"6413","599616119637427456","-6929","2368","-2085"
"6414","599616119642304384","-3636","-165","358"
"6415","599616119647181312","-2627","-1626","545"
"6416","599616119652058240","-2803","-1255","753"
"6417","599616119656935168","-3726","-115","394"
"6418","599616119661812096","-4453","753","-96"
"6419","599616119666689024","-4243","1030","25"
"6420","599616119671566080","-3441","939","348"
"6421","599616119676443008","-2881","736","640"
"6422","599616119681319936","-2785","577","722"
"6423","599616119686196864","-3000","500","614"
"6424","599616119691073792","-3200","467","472"
"6425","599616119695950720","-3127","457","350"
"6426","599616119700827648","-2842","379","279"
"6427","599616119705704576","-2485","258","291"
"6428","599616119710581632","-2167","189","362"
"6429","599616119715458560","-1933","154","446"
"6430","599616119720335488","-1743","133","471"
"6431","599616119725212416","-1594","102","437"
"6432","599616119730089344","-1493","87","376"
"6433","599616119734966272","-1358","68","299"
"6434","599616119739843200","-1237","36","191"
"6435","599616119744720256","-1096","3","98"
"6436","599616119749597184","-940","-27","80"
"6437","599616119754474112","-767","-50","41"
"6438","599616119759351040","-611","-76","-27"
"6439","599616119764227968","-501","-82","-96"
"6440","599616119769104896","-410","-70","-156"
"6441","599616119773981824","-302","-47","-231"
"6442","599616119778858880","-195","-34","-241"
"6443","599616119783735808","-70","-24","-245"
"6444","599616119788612688","36","-20","-234"
"6445","599616119793489664","176","-18","-183"
"6446","599616119798366592","270","-17","-139"
"6447","599616119803243520","366","-19","-97"
"6448","599616119808120448","392","-5","-106"
"6449","599616119812997504","515","-5","-102"
"6450","599616119817874432","604","6","-66"
"6451","599616119822751360","693","29","-99"
"6452","599616119827628288","784","35","-79"
"6453","599616119832505216","872","50","-72"
"6454","599616119837382144","949","70","-85"
"6455","599616119842259072","991","73","-78"
"6456","599616119847136128","990","76","-86"
"6457","599616119852013056","931","84","-117"
"6458","599616119856889984","812","90","-129"
"6459","599616119861766912","713","105","-131"
"6460","599616119866643840","612","130","-122"
"6461","599616119871520768","539","146","-89"
"6462","599616119876397696","492","162","-48"
"6463","599616119881274752","425","166","-26"
"6464","599616119886151680","330","165","-18"
"6465","599616119891028608","217","160","-15"
"6466","599616119895905536","88","144","-11"
"6467","599616119900782464","-23","126","-7"
"6468","599616119905659392","-149","105","-4"
"6469","599616119910536320","-262","91","-9"
"6470","599616119915413376","-372","85","-15"
"6471","599616119920290304","-458","70","-23"
"6472","599616119925167232","-503","41","-41"
"6473","599616119930044160","-549","20","-79"
"6474","599616119934921088","-583","8","-114"
"6475","599616119939798016","-594","-2","-133"
"6476","599616119944674944","-569","-12","-143"
"6477","599616119949551872","-523","-15","-152"
"6478","599616119954428928","-478","-16","-159"
"6479","599616119959305856","-394","-19","-149"
"6480","599616119964182742","-285","-21","-135"
"6481","599616119969061376","-209","-22","-118"
"6482","599616119973939968","-121","-23","-97"
"6483","599616119978818688","-59","-28","-118"
"6484","599616119983697280","-29","-36","-164"
"6485","599616119988576000","-24","-55","-233"
"6486","599616119993454592","-46","-68","-260"
"6487","599616119998333184","-95","-80","-255"
"6488","599616120003211904","-173","-86","-221"
"6489","599616120008090496","-262","-78","-117"
"6490","599616120012969216","-397","-52","26"
"6491","599616120017847808","-536","-23","193"
"6492","599616120022726400","-767","5","339"
"6493","599616120027605120","-1112","36","436"
"6494","599616120032483712","-1734","72","521"
"6495","599616120037362304","-3164","62","1047"
"6496","599616120042241024","-6823","-6","971"
"6497","599616120047119616","-7991","2340","-2872"
"6498","599616120051998336","-5301","2088","-1168"
"6499","599616120056876928","-2292","-21","894"
"6500","599616120061755520","-2284","-1415","448"
"6501","599616120066634240","-3177","-782","23"
"6502","599616120071512832","-4369","68","-361"
"6503","599616120076391552","-4759","553","-380"
"6504","599616120081270144","-4036","771","64"
"6505","599616120086148736","-3210","739","451"
"6506","599616120091027456","-2929","577","555"
"6507","599616120095906048","-3026","453","492"
"6508","599616120100784768","-3189","372","335"
"6509","599616120105663360","-3136","294","238"
"6510","599616120110541952","-2885","236","239"
"6511","599616120115420672","-2545","209","314"
"6512","599616120120299264","-2283","173","296"
"6513","599616120125177856","-2063","101","254"
"6514","599616120130056576","-1874","37","222"
"6515","599616120134935168","-1674","-19","181"
"6516","599616120139813852","-1510","-43","114"
"6517","599616120144692480","-1347","-72","107"
"6518","599616120149571072","-1200","-123","-2"
"6519","599616120154449792","-1089","-147","-132"
"6520","599616120159328384","-983","-157","-159"
"6521","599616120164207104","-845","-162","-165"
"6522","599616120169085696","-721","-156","-191"
"6523","599616120173964288","-583","-148","-127"
"6524","599616120178843008","-465","-140","-63"
"6525","599616120183721600","-360","-128","-73"
"6526","599616120188600192","-253","-94","-103"
"6527","599616120193478912","-152","-66","-131"
"6528","599616120198357504","-44","-41","-134"
"6529","599616120203236224","18","-10","-187"
"6530","599616120208114816","151","28","-226"
"6531","599616120212993408","315","72","-189"
"6532","599616120217872128","448","94","-97"
"6533","599616120222750720","526","152","-63"
"6534","599616120227629440","646","200","-38"
"6535","599616120232508032","748","228","-9"
"6536","599616120237386624","811","269","-11"
"6537","599616120242265344","903","312","-2"
"6538","599616120247143936","958","336","-11"
"6539","599616120252022528","966","345","-35"
"6540","599616120256901248","918","340","-78"
"6541","599616120261779840","835","300","-87"
"6542","599616120266658560","721","255","-74"
"6543","599616120271537152","584","214","-48"
"6544","599616120276415744","482","181","-27"
"6545","599616120281294464","388","129","-15"
"6546","599616120286173056","283","89","4"
"6547","599616120291051776","212","71","20"
"6548","599616120295930368","120","38","33"
"6549","599616120300808960","36","17","55"
"6550","599616120305687680","-13","-4","57"
"6551","599616120310566272","-78","-9","65"
"6552","599616120315444942","-135","-13","72"
"6553","599616120320324480","-206","-12","75"
"6554","599616120325203968","-243","-7","59"
"6555","599616120330083456","-294","-8","42"
"6556","599616120334962944","-357","-9","14"
"6557","599616120339842432","-394","-8","-10"
"6558","599616120344721920","-445","-6","-29"
"6559","599616120349601408","-475","-8","-58"
"6560","599616120354480896","-487","-14","-80"
"6561","599616120359360384","-487","-17","-107"
"6562","599616120364239872","-469","-20","-115"
"6563","599616120369119360","-429","-21","-102"
"6564","599616120373998848","-378","-25","-77"
"6565","599616120378878336","-311","-22","-64"
"6566","599616120383757824","-256","-22","-98"
"6567","599616120388637312","-238","-32","-179"
"6568","599616120393516800","-231","-50","-281"
"6569","599616120398396288","-238","-77","-339"
"6570","599616120403275776","-249","-92","-301"
"6571","599616120408155264","-307","-109","-200"
"6572","599616120413034752","-399","-117","-36"
"6573","599616120417914240","-503","-101","170"
"6574","599616120422793728","-675","-60","413"
"6575","599616120427673216","-930","-38","604"
"6576","599616120432552704","-1367","-31","730"
"6577","599616120437432192","-2230","-104","1067"
"6578","599616120442311680","-4717","-739","1570"
"6579","599616120447191168","-7965","1204","-771"
"6580","599616120452070656","-6950","2579","-2483"
"6581","599616120456950144","-3710","487","-90"
"6582","599616120461829632","-2429","-891","414"
"6583","599616120466709120","-2389","-608","389"
"6584","599616120471588608","-3209","125","23"
"6585","599616120476468096","-3954","473","-213"
"6586","599616120481347584","-3916","746","-33"
"6587","599616120486227072","-3490","832","282"
"6588","599616120491106560","-3188","733","450"
"6589","599616120495985152","-3155","642","426"
"6590","599616120500863744","-3244","602","297"
"6591","599616120505742464","-3277","595","236"
"6592","599616120510621056","-3155","549","274"
"6593","599616120515499776","-2908","455","355"
"6594","599616120520378368","-2617","327","413"
"6595","599616120525256960","-2352","218","446"
"6596","599616120530135680","-2132","188","443"
"6597","599616120535014272","-1952","176","414"
"6598","599616120539892864","-1791","141","320"
"6599","599616120544771584","-1630","94","218"
"6600","599616120549650176","-1498","60","95"
"6601","599616120554528896","-1375","26","-62"
"6602","599616120559407488","-1204","-12","-203"
"6603","599616120564286080","-1028","-37","-256"
"6604","599616120569164800","-890","-72","-188"
"6605","599616120574043392","-746","-102","-57"
"6606","599616120578922112","-563","-98","-73"
"6607","599616120583800704","-419","-78","-178"
"6608","599616120588679296","-270","-65","-177"
"6609","599616120593558016","-164","-58","-135"
"6610","599616120598436608","-82","-49","-118"
"6611","599616120603315200","-9","-63","-82"
"6612","599616120608193920","42","-71","-48"
"6613","599616120613072512","117","-85","-28"
"6614","599616120617951232","186","-80","-29"
"6615","599616120622829824","245","-79","-28"
"6616","599616120627708416","284","-67","-28"
"6617","599616120632587136","340","-32","-59"
"6618","599616120637465728","499","-23","-57"
"6619","599616120642344448","624","-4","-24"
"6620","599616120647223040","728","38","-23"
"6621","599616120652101632","808","68","-21"
"6622","599616120656980352","874","89","-20"
"6623","599616120661858944","879","100","-14"
"6624","599616120666737640","823","139","-49"
"6625","599616120671616256","758","173","-103"
"6626","599616120676494848","701","189","-125"
"6627","599616120681373568","622","195","-75"
"6628","599616120686252160","555","187","-20"
"6629","599616120691130880","487","171","31"
"6630","599616120696009472","419","130","107"
"6631","599616120700888064","331","89","157"
"6632","599616120705766784","235","65","144"
"6633","599616120710645376","140","37","102"
"6634","599616120715523968","49","27","86"
"6635","599616120720402688","-7","15","78"
"6636","599616120725281280","-81","9","71"
"6637","599616120730160000","-162","-1","64"
"6638","599616120735038592","-242","-10","52"
"6639","599616120739917184","-319","-14","29"
"6640","599616120744795904","-391","-17","6"
"6641","599616120749674496","-446","-17","-19"
"6642","599616120754553216","-485","-16","-34"
"6643","599616120759431808","-491","-12","-65"
"6644","599616120764310400","-486","-11","-87"
"6645","599616120769189120","-459","-11","-98"
"6646","599616120774067712","-400","-13","-104"
"6647","599616120778946304","-347","-13","-115"
"6648","599616120783825024","-265","-16","-129"
"6649","599616120788703616","-217","-17","-133"
"6650","599616120793582336","-132","-20","-134"
"6651","599616120798460928","-73","-21","-121"
"6652","599616120803339520","-13","-22","-101"
"6653","599616120808218240","10","-23","-125"
"6654","599616120813096832","10","-34","-179"
"6655","599616120817975552","-16","-66","-253"
"6656","599616120822854144","-87","-99","-289"
"6657","599616120827732736","-148","-127","-280"
"6658","599616120832611456","-241","-140","-183"
"6659","599616120837490048","-384","-142","-9"
"6660","599616120842368730","-558","-116","220"
"6661","599616120847246592","-806","-84","459"
"6662","599616120852124416","-1089","-50","604"
"6663","599616120857002240","-1669","-45","752"
"6664","599616120861879936","-3648","-779","1395"
"6665","599616120866757760","-7742","319","-1086"
"6666","599616120871635584","-7710","3465","-3851"
"6667","599616120876513408","-3987","584","10"
