"sample_id","device_timestamp_ns","voltage_uV"
"3542","599616114787075712","-19"
"3543","599616114794769152","-21"
"3544","599616114802462720","-62"
"3545","599616114810156288","-115"
"3546","599616114817849728","-168"
"3547","599616114825543296","-178"
"3548","599616114833236864","-176"
"3549","599616114840930432","-224"
"3550","599616114848623872","-241"
"3551","599616114856317440","-221"
"3552","599616114864011008","-246"
"3553","599616114871704576","-253"
"3554","599616114879398016","-212"
"3555","599616114887091584","-205"
"3556","599616114894785152","-229"
"3557","599616114902478592","-231"
"3558","599616114910172160","-190"
"3559","599616114917865728","-118"
"3560","599616114925559296","-50"
"3561","599616114933252736","-60"
"3562","599616114940946304","-123"
"3563","599616114948639872","-123"
"3564","599616114956333312","-82"
"3565","599616114964026880","-38"
"3566","599616114971720448","115"
"3567","599616114979414016","320"
"3568","599616114987107456","415"
"3569","599616114994801024","369"
"3570","599616115002494592","253"
"3571","599616115010188032","287"
"3572","599616115017881600","629"
"3573","599616115025575168","1112"
"3574","599616115033268736","1281"
"3575","599616115040962176","834"
"3576","599616115048655744","234"
"3577","599616115056349224","-7"
"3578","599616115064043136","-67"
"3579","599616115071737088","-113"
"3580","599616115079431040","-108"
"3581","599616115087124992","-125"
"3582","599616115094818944","-166"
"3583","599616115102512896","-164"
"3584","599616115110206848","-152"
"3585","599616115117900800","-168"
"3586","599616115125594752","-185"
"3587","599616115133288704","-205"
"3588","599616115140982656","-209"
"3589","599616115148676608","-188"
"3590","599616115156370560","-180"
"3591","599616115164064512","-178"
"3592","599616115171758464","-164"
"3593","599616115179452416","-147"
"3594","599616115187146368","-125"
"3595","599616115194840320","-106"
"3596","599616115202534272","-69"
"3597","599616115210228224","-26"
"3598","599616115217922176","-31"
"3599","599616115225616128","-41"
"3600","599616115233310080","-7"
"3601","599616115241004032","2"
"3602","599616115248697984","-24"
"3603","599616115256391936","-31"
"3604","599616115264085888","-53"
"3605","599616115271779840","-86"
"3606","599616115279473792","-118"
"3607","599616115287167744","-178"
"3608","599616115294861696","-231"
"3609","599616115302555648","-229"
"3610","599616115310249600","-212"
"3611","599616115317943552","-253"
"3612","599616115325637376","-289"
"3613","599616115333331328","-250"
"3614","599616115341025280","-241"
"3615","599616115348719232","-279"
"3616","599616115356413184","-231"
"3617","599616115364107136","-142"
"3618","599616115371801088","-115"
"3619","599616115379495040","-120"
"3620","599616115387188992","-86"
"3621","599616115394882944","-12"
"3622","599616115402576896","94"
"3623","599616115410270848","209"
"3624","599616115417964800","265"
"3625","599616115425658752","207"
"3626","599616115433352704","137"
"3627","599616115441046656","156"
"3628","599616115448740608","144"
"3629","599616115456434560","45"
"3630","599616115464128512","-21"
"3631","599616115471822464","-50"
"3632","599616115479516416","-137"
"3633","599616115487210368","-154"
"3634","599616115494904320","127"
"3635","599616115502598272","581"
"3636","599616115510292224","786"
"3637","599616115517986176","451"
"3638","599616115525680128","-86"
"3639","599616115533374080","-294"
"3640","599616115541068032","-270"
"3641","599616115548761984","-291"
"3642","599616115556455936","-279"
"3643","599616115564149888","-238"
"3644","599616115571843840","-272"
"3645","599616115579537792","-294"
"3646","599616115587231744","-267"
"3647","599616115594925696","-270"
"3648","599616115602619648","-282"
"3649","599616115610313600","-263"
"3650","599616115618007581","-231"
"3651","599616115625700864","-212"
"3652","599616115633394176","-197"
"3653","599616115641087360","-159"
"3654","599616115648780672","-135"
"3655","599616115656473856","-123"
"3656","599616115664167168","-98"
"3657","599616115671860352","-82"
"3658","599616115679553664","-77"
"3659","599616115687246848","-48"
"3660","599616115694940160","-16"
"3661","599616115702633344","-43"
"3662","599616115710326656","-60"
"3663","599616115718019968","-28"
"3664","599616115725713152","-19"
"3665","599616115733406464","-31"
"3666","599616115741099648","-16"
"3667","599616115748792960","-14"
"3668","599616115756486144","-28"
"3669","599616115764179456","4"
"3670","599616115771872640","26"
"3671","599616115779565952","-94"
"3672","599616115787259136","-246"
"3673","599616115794952448","-238"
"3674","599616115802645632","-183"
"3675","599616115810338944","-171"
"3676","599616115818032256","-103"
"3677","599616115825725440","38"
"3678","599616115833418752","209"
"3679","599616115841111936","325"
"3680","599616115848805248","332"
"3681","599616115856498432","337"
"3682","599616115864191744","400"
"3683","599616115871884928","390"
"3684","599616115879578240","279"
"3685","599616115887271424","159"
"3686","599616115894964736","84"
"3687","599616115902658048","79"
"3688","599616115910351232","84"
"3689","599616115918044544","36"
"3690","599616115925737728","-4"
"3691","599616115933431040","-28"
"3692","599616115941124224","-82"
"3693","599616115948817536","-164"
"3694","599616115956510720","-226"
"3695","599616115964204032","-149"
"3696","599616115971897216","74"
"3697","599616115979590528","349"
"3698","599616115987283712","424"
"3699","599616115994977024","74"
"3700","599616116002670336","-328"
"3701","599616116010363520","-383"
"3702","599616116018056832","-304"
"3703","599616116025750016","-287"
"3704","599616116033443328","-253"
"3705","599616116041136512","-209"
"3706","599616116048829824","-207"
"3707","599616116056523008","-207"
"3708","599616116064216320","-183"
"3709","599616116071909504","-159"
"3710","599616116079602816","-147"
"3711","599616116087296128","-142"
"3712","599616116094989312","-125"
"3713","599616116102682624","-106"
"3714","599616116110375808","-89"
"3715","599616116118069120","-69"
"3716","599616116125762304","-67"
"3717","599616116133455616","-74"
"3718","599616116141148800","-86"
"3719","599616116148842112","-84"
"3720","599616116156535296","-43"
"3721","599616116164228608","-19"
"3722","599616116171921792","-43"
"3723","599616116179615078","-38"
"3724","599616116187308928","31"
"3725","599616116195002752","62"
"3726","599616116202696576","28"
"3727","599616116210390400","-24"
"3728","599616116218084224","-16"
"3729","599616116225777920","60"
"3730","599616116233471744","55"
"3731","599616116241165568","-7"
"3732","599616116248859392","77"
"3733","599616116256553216","173"
"3734","599616116264247040","74"
"3735","599616116271940864","-19"
"3736","599616116279634688","-4"
"3737","599616116287328512","-26"
"3738","599616116295022336","-79"
"3739","599616116302716032","-79"
"3740","599616116310409856","-53"
"3741","599616116318103680","-45"
"3742","599616116325797504","-16"
"3743","599616116333491328","28"
"3744","599616116341185152","31"
"3745","599616116348878976","-4"
"3746","599616116356572800","-36"
"3747","599616116364266624","-48"
"3748","599616116371960448","-74"
"3749","599616116379654144","-118"
"3750","599616116387347968","-147"
"3751","599616116395041792","-152"
"3752","599616116402735616","-168"
"3753","599616116410429440","-207"
"3754","599616116418123264","-263"
"3755","599616116425817088","-316"
"3756","599616116433510912","-272"
"3757","599616116441204736","-45"
"3758","599616116448898432","340"
"3759","599616116456592256","591"
"3760","599616116464286080","328"
"3761","599616116471979904","-152"
"3762","599616116479673728","-296"
"3763","599616116487367552","-248"
"3764","599616116495061376","-253"
"3765","599616116502755200","-221"
"3766","599616116510449024","-168"
"3767","599616116518142848","-161"
"3768","599616116525836544","-178"
"3769","599616116533530368","-178"
"3770","599616116541224192","-130"
"3771","599616116548918016","-91"
"3772","599616116556611840","-115"
"3773","599616116564305664","-132"
"3774","599616116571999488","-84"
"3775","599616116579693312","-28"
"3776","599616116587387136","-28"
"3777","599616116595080960","-41"
"3778","599616116602774656","-65"
"3779","599616116610468480","-96"
"3780","599616116618162304","-41"
"3781","599616116625856128","72"
"3782","599616116633549952","74"
"3783","599616116641243776","19"
"3784","599616116648937600","62"
"3785","599616116656631424","142"
"3786","599616116664325248","195"
"3787","599616116672018944","258"
"3788","599616116679712768","347"
"3789","599616116687406592","402"
"3790","599616116695100416","381"
"3791","599616116702794240","395"
"3792","599616116710488064","398"
"3793","599616116718181888","272"
"3794","599616116725875712","142"
"3795","599616116733569536","94"
"3796","599616116741263262","74"
"3797","599616116748956800","36"
"3798","599616116756650368","-9"
"3799","599616116764343808","-26"
"3800","599616116772037376","-31"
"3801","599616116779730944","-43"
"3802","599616116787424512","-62"
"3803","599616116795117952","-86"
"3804","599616116802811520","-65"
"3805","599616116810505088","-12"
"3806","599616116818198528","-12"
"3807","599616116825892096","-62"
"3808","599616116833585664","-94"
"3809","599616116841279232","-101"
"3810","599616116848972672","-118"
"3811","599616116856666240","-144"
"3812","599616116864359808","-147"
"3813","599616116872053376","-142"
"3814","599616116879746816","-147"
"3815","599616116887440384","-183"
"3816","599616116895133952","-263"
"3817","599616116902827392","-277"
"3818","599616116910520960","-110"
"3819","599616116918214528","236"
"3820","599616116925908096","576"
"3821","599616116933601536","516"
"3822","599616116941295104","7"
"3823","599616116948988672","-349"
"3824","599616116956682112","-294"
"3825","599616116964375680","-202"
"3826","599616116972069248","-209"
"3827","599616116979762816","-197"
"3828","599616116987456256","-190"
"3829","599616116995149824","-209"
"3830","599616117002843392","-193"
"3831","599616117010536832","-166"
"3832","599616117018230400","-176"
"3833","599616117025923968","-168"
"3834","599616117033617536","-147"
"3835","599616117041310976","-147"
"3836","599616117049004544","-110"
"3837","599616117056698112","-28"
"3838","599616117064391552","-12"
"3839","599616117072085120","-4"
"3840","599616117079778688","84"
"3841","599616117087472256","212"
"3842","599616117095165696","306"
"3843","599616117102859264","301"
"3844","599616117110552832","255"
"3845","599616117118246400","243"
"3846","599616117125939840","207"
"3847","599616117133633408","135"
"3848","599616117141326976","101"
"3849","599616117149020416","110"
"3850","599616117156713984","106"
"3851","599616117164407552","50"
"3852","599616117172101120","-2"
"3853","599616117179794560","-21"
"3854","599616117187488128","-45"
"3855","599616117195181696","-67"
"3856","599616117202875136","-60"
"3857","599616117210568704","-50"
"3858","599616117218262272","-55"
"3859","599616117225955840","-45"
"3860","599616117233649280","-19"
"3861","599616117241342848","-9"
"3862","599616117249036416","-19"
"3863","599616117256729856","-31"
"3864","599616117264423424","-41"
"3865","599616117272116992","-41"
"3866","599616117279810560","-28"
"3867","599616117287504000","-19"
"3868","599616117295197568","-31"
"3869","599616117302891102","-65"
"3870","599616117310584704","-98"
"3871","599616117318278272","-108"
"3872","599616117325971712","-106"
"3873","599616117333665280","-113"
"3874","599616117341358848","-123"
"3875","599616117349052416","-135"
"3876","599616117356745856","-166"
"3877","599616117364439424","-236"
"3878","599616117372132992","-272"
"3879","599616117379826432","-74"
"3880","599616117387520000","374"
"3881","599616117395213568","733"
"3882","599616117402907136","564"
"3883","599616117410600576","19"
"3884","599616117418294144","-265"
"3885","599616117425987712","-224"
"3886","599616117433681280","-193"
"3887","599616117441374720","-161"
"3888","599616117449068288","-123"
"3889","599616117456761856","-159"
"3890","599616117464455296","-180"
"3891","599616117472148864","-115"
"3892","599616117479842432","-60"
"3893","599616117487536000","-60"
"3894","599616117495229440","-14"
"3895","599616117502923008","41"
"3896","599616117510616576","33"
"3897","599616117518310016","98"
"3898","599616117526003584","212"
"3899","599616117533697152","183"
"3900","599616117541390720","106"
"3901","599616117549084160","94"
"3902","599616117556777728","74"
"3903","599616117564471296","65"
"3904","599616117572164736","96"
"3905","599616117579858304","110"
"3906","599616117587551872","79"
"3907","599616117595245440","86"
"3908","599616117602938880","135"
"3909","599616117610632448","137"
"3910","599616117618326016","115"
"3911","599616117626019456","79"
"3912","599616117633713024","38"
"3913","599616117641406592","14"
"3914","599616117649100160","-38"
"3915","599616117656793600","-110"
"3916","599616117664487168","-137"
"3917","599616117672180736","-127"
"3918","599616117679874304","-142"
"3919","599616117687567744","-178"
"3920","599616117695261312","-202"
"3921","599616117702954880","-200"
"3922","599616117710648320","-188"
"3923","599616117718341888","-205"
"3924","599616117726035456","-226"
"3925","599616117733729024","-207"
"3926","599616117741422464","-161"
"3927","599616117749116032","-127"
"3928","599616117756809600","-118"
"3929","599616117764503040","-123"
"3930","599616117772196608","-137"
"3931","599616117779890176","-171"
"3932","599616117787583744","-178"
"3933","599616117795277184","-149"
"3934","599616117802970752","-159"
"3935","599616117810664320","-202"
"3936","599616117818357760","-195"
"3937","599616117826051328","-178"
"3938","599616117833744896","-224"
"3939","599616117841438464","-238"
"3940","599616117849131904","-57"
"3941","599616117856825472","246"
"3942","599616117864518944","453"
"3943","599616117872212480","352"
"3944","599616117879906048","-19"
"3945","599616117887599488","-267"
"3946","599616117895293056","-248"
"3947","599616117902986624","-183"
"3948","599616117910680192","-110"
"3949","599616117918373632","-45"
"3950","599616117926067200","-60"
"3951","599616117933760768","-33"
"3952","599616117941454208","82"
"3953","599616117949147776","110"
"3954","599616117956841344","65"
"3955","599616117964534912","55"
"3956","599616117972228352","38"
"3957","599616117979921920","2"
"3958","599616117987615488","4"
"3959","599616117995309056","4"
"3960","599616118003002496","4"
"3961","599616118010696064","31"
"3962","599616118018389632","62"
"3963","599616118026083072","82"
"3964","599616118033776640","67"
"3965","599616118041470208","45"
"3966","599616118049163776","55"
"3967","599616118056857216","82"
"3968","599616118064550784","84"
"3969","599616118072244352","65"
"3970","599616118079937792","60"
"3971","599616118087631360","50"
"3972","599616118095324928","28"
"3973","599616118103018496","4"
"3974","599616118110711936","-26"
"3975","599616118118405504","-69"
"3976","599616118126099072","-113"
"3977","599616118133792512","-159"
"3978","599616118141486080","-180"
"3979","599616118149179648","-195"
"3980","599616118156873216","-224"
"3981","599616118164566656","-246"
"3982","599616118172260224","-255"
"3983","599616118179953792","-260"
"3984","599616118187647232","-243"
"3985","599616118195340800","-209"
"3986","599616118203034368","-183"
"3987","599616118210727936","-159"
"3988","599616118218421376","-142"
"3989","599616118226114944","-144"
"3990","599616118233808512","-154"
"3991","599616118241502080","-173"
"3992","599616118249195520","-205"
"3993","599616118256889088","-219"
"3994","599616118264582656","-212"
"3995","599616118272276096","-205"
"3996","599616118279969664","-207"
"3997","599616118287663232","-231"
"3998","599616118295356800","-282"
"3999","599616118303050240","-311"
"4000","599616118310743808","-171"
"4001","599616118318437376","195"
"4002","599616118326130816","571"
"4003","599616118333824384","552"
"4004","599616118341517952","77"
"4005","599616118349211520","-282"
"4006","599616118356904960","-253"
"4007","599616118364598528","-171"
"4008","599616118372292096","-190"
"4009","599616118379985536","-166"
"4010","599616118387679104","-82"
"4011","599616118395372672","-41"
"4012","599616118403066240","-65"
"4013","599616118410759680","-118"
"4014","599616118418453248","-156"
"4015","599616118426146784","-132"
"4016","599616118433840384","-98"
"4017","599616118441533952","-113"
"4018","599616118449227392","-123"
"4019","599616118456920960","-86"
"4020","599616118464614528","-36"
"4021","599616118472308096","-19"
"4022","599616118480001536","-28"
"4023","599616118487695104","-19"
"4024","599616118495388672","-7"
"4025","599616118503082112","-2"
"4026","599616118510775680","41"
"4027","599616118518469248","77"
"4028","599616118526162816","55"
"4029","599616118533856256","12"
"4030","599616118541549824","4"
"4031","599616118549243392","2"
"4032","599616118556936960","-33"
"4033","599616118564630400","-45"
"4034","599616118572323968","-60"
"4035","599616118580017536","-139"
"4036","599616118587710976","-193"
"4037","599616118595404544","-183"
"4038","599616118603098112","-188"
"4039","599616118610791680","-214"
"4040","599616118618485120","-226"
"4041","599616118626178688","-214"
"4042","599616118633872256","-219"
"4043","599616118641565696","-253"
"4044","599616118649259264","-243"
"4045","599616118656952832","-195"
"4046","599616118664646400","-188"
"4047","599616118672339840","-224"
"4048","599616118680033408","-221"
"4049","599616118687726976","-144"
"4050","599616118695420416","-101"
"4051","599616118703113984","-132"
"4052","599616118710807552","-185"
"4053","599616118718501120","-238"
"4054","599616118726194560","-248"
"4055","599616118733888128","-214"
"4056","599616118741581696","-178"
"4057","599616118749275136","-161"
"4058","599616118756968704","-207"
"4059","599616118764662272","-304"
"4060","599616118772355840","-275"
"4061","599616118780049280","65"
"4062","599616118787742848","574"
"4063","599616118795436416","798"
"4064","599616118803129984","465"
"4065","599616118810823424","-57"
"4066","599616118818516992","-282"
"4067","599616118826210560","-243"
"4068","599616118833904000","-144"
"4069","599616118841597568","-113"
"4070","599616118849291136","-154"
"4071","599616118856984704","-135"
"4072","599616118864678144","-98"
"4073","599616118872371712","-130"
"4074","599616118880065280","-120"
"4075","599616118887758720","-50"
"4076","599616118895452288","-38"
"4077","599616118903145856","-60"
"4078","599616118910839424","-43"
"4079","599616118918532864","-24"
"4080","599616118926226432","-12"
"4081","599616118933920000","-21"
"4082","599616118941613440","-38"
"4083","599616118949307008","-24"
"4084","599616118957000576","-19"
"4085","599616118964694144","-41"
"4086","599616118972387584","-41"
"4087","599616118980081152","-31"
"4088","599616118987774624","-50"
"4089","599616118995468160","-94"
"4090","599616119003161728","-113"
"4091","599616119010855168","-94"
"4092","599616119018548736","-84"
"4093","599616119026242304","-82"
"4094","599616119033935872","-86"
"4095","599616119041629312","-139"
"4096","599616119049322880","-195"
"4097","599616119057016448","-209"
"4098","599616119064709888","-217"
"4099","599616119072403456","-209"
"4100","599616119080097024","-214"
"4101","599616119087790592","-236"
"4102","599616119095484032","-207"
"4103","599616119103177600","-195"
"4104","599616119110871168","-243"
"4105","599616119118564736","-248"
"4106","599616119126258176","-168"
"4107","599616119133951744","-103"
"4108","599616119141645312","-118"
"4109","599616119149338752","-130"
"4110","599616119157032320","-103"
"4111","599616119164725888","-108"
"4112","599616119172419456","-120"
"4113","599616119180112896","-91"
"4114","599616119187806464","-60"
"4115","599616119195500032","-77"
"4116","599616119203193472","-91"
"4117","599616119210887040","-74"
"4118","599616119218580608","-98"
"4119","599616119226274176","-144"
"4120","599616119233967616","-185"
"4121","599616119241661184","-159"
"4122","599616119249354752","62"
"4123","599616119257048192","463"
"4124","599616119264741760","779"
"4125","599616119272435328","629"
"4126","599616119280128896","156"
"4127","599616119287822336","-67"
"4128","599616119295515904","-45"
"4129","599616119303209472","-79"
"4130","599616119310902912","-115"
"4131","599616119318596480","-101"
"4132","599616119326290048","-98"
"4133","599616119333983616","-101"
"4134","599616119341677056","-74"
"4135","599616119349370624","-57"
"4136","599616119357064192","-82"
"4137","599616119364757760","-108"
"4138","599616119372451200","-98"
"4139","599616119380144768","-77"
"4140","599616119387838336","-82"
"4141","599616119395531776","-86"
"4142","599616119403225344","-77"
"4143","599616119410918912","-77"
"4144","599616119418612480","-77"
"4145","599616119426305920","-74"
"4146","599616119433999488","-77"
"4147","599616119441693056","-77"
"4148","599616119449386496","-65"
"4149","599616119457080064","-48"
"4150","599616119464773632","-43"
"4151","599616119472467200","-45"
"4152","599616119480160640","-31"
"4153","599616119487854208","-14"
"4154","599616119495547776","-21"
"4155","599616119503241216","-43"
"4156","599616119510934784","-77"
"4157","599616119518628352","-103"
"4158","599616119526321920","-113"
"4159","599616119534015360","-156"
"4160","599616119541708928","-207"
"4161","599616119549402464","-214"
"4162","599616119557096064","-197"
"4163","599616119564789632","-205"
"4164","599616119572483328","-231"
"4165","599616119580176896","-231"
"4166","599616119587870464","-188"
"4167","599616119595564032","-152"
"4168","599616119603257728","-139"
"4169","599616119610951296","-103"
"4170","599616119618644864","-53"
"4171","599616119626338432","-45"
"4172","599616119634032128","-67"
"4173","599616119641725696","-62"
"4174","599616119649419264","-45"
"4175","599616119657112832","-36"
"4176","599616119664806528","4"
"4177","599616119672500096","38"
"4178","599616119680193664","2"
"4179","599616119687887232","-67"
"4180","599616119695580928","-137"
"4181","599616119703274496","-180"
"4182","599616119710968064","-4"
"4183","599616119718661760","492"
"4184","599616119726355328","849"
"4185","599616119734048896","569"
"4186","599616119741742464","33"
"4187","599616119749436160","-176"
"4188","599616119757129728","-185"
"4189","599616119764823296","-207"
"4190","599616119772516864","-178"
"4191","599616119780210560","-147"
"4192","599616119787904128","-152"
"4193","599616119795597696","-139"
"4194","599616119803291264","-120"
"4195","599616119810984960","-130"
"4196","599616119818678528","-139"
"4197","599616119826372096","-130"
"4198","599616119834065664","-120"
"4199","599616119841759360","-123"
"4200","599616119849452928","-137"
"4201","599616119857146496","-113"
"4202","599616119864840192","-77"
"4203","599616119872533760","-79"
"4204","599616119880227328","-74"
"4205","599616119887920896","-48"
"4206","599616119895614592","-24"
"4207","599616119903308160","4"
"4208","599616119911001728","12"
"4209","599616119918695296","-7"
"4210","599616119926388992","0"
"4211","599616119934082560","41"
"4212","599616119941776128","55"
"4213","599616119949469696","26"
"4214","599616119957163392","-19"
"4215","599616119964856960","-33"
"4216","599616119972550528","-48"
"4217","599616119980244224","-130"
"4218","599616119987937792","-188"
"4219","599616119995631360","-166"
"4220","599616120003324928","-168"
"4221","599616120011018624","-212"
"4222","599616120018712192","-217"
"4223","599616120026405760","-161"
"4224","599616120034099328","-139"
"4225","599616120041793024","-188"
"4226","599616120049486592","-154"
"4227","599616120057180160","-69"
"4228","599616120064873728","-36"
"4229","599616120072567424","69"
"4230","599616120080260992","224"
"4231","599616120087954560","255"
"4232","599616120095648128","152"
"4233","599616120103341824","91"
"4234","599616120111035392","115"
"4235","599616120118728832","62"
"4236","599616120126422272","-50"
"4237","599616120134115712","-96"
"4238","599616120141809280","-36"
"4239","599616120149502720","16"
"4240","599616120157196160","-86"
"4241","599616120164889600","-229"
"4242","599616120172583040","-238"
"4243","599616120180276480","-26"
"4244","599616120187970048","400"
"4245","599616120195663488","678"
"4246","599616120203356928","419"
"4247","599616120211050368","-79"
"4248","599616120218743808","-296"
"4249","599616120226437248","-304"
"4250","599616120234130816","-316"
"4251","599616120241824256","-304"
"4252","599616120249517696","-267"
"4253","599616120257211136","-250"
"4254","599616120264904576","-243"
"4255","599616120272598016","-236"
"4256","599616120280291584","-224"
"4257","599616120287985024","-209"
"4258","599616120295678464","-205"
"4259","599616120303371904","-178"
"4260","599616120311065344","-130"
"4261","599616120318758912","-113"
"4262","599616120326452352","-120"
"4263","599616120334145792","-108"
"4264","599616120341839232","-82"
"4265","599616120349532672","-67"
"4266","599616120357226112","-60"
"4267","599616120364919680","-41"
"4268","599616120372613120","-28"
"4269","599616120380306560","-21"
"4270","599616120388000000","-9"
"4271","599616120395693440","-4"
"4272","599616120403386880","-9"
"4273","599616120411080448","-31"
"4274","599616120418773888","-45"
"4275","599616120426467328","-12"
"4276","599616120434160768","4"
"4277","599616120441854208","-48"
"4278","599616120449547776","-60"
"4279","599616120457241216","-28"
"4280","599616120464934656","-55"
"4281","599616120472628096","-89"
"4282","599616120480321536","-14"
"4283","599616120488014976","33"
"4284","599616120495708544","-43"
"4285","599616120503401984","-53"
"4286","599616120511095424","4"
"4287","599616120518788864","-53"
"4288","599616120526482304","-120"
"4289","599616120534175744","-65"
"4290","599616120541869312","-2"
"4291","599616120549562752","-7"
"4292","599616120557256192","-28"
"4293","599616120564949632","-50"
"4294","599616120572643072","-98"
"4295","599616120580336512","-147"
"4296","599616120588030080","-130"
"4297","599616120595723520","-86"
"4298","599616120603416960","-89"
"4299","599616120611110400","-110"
"4300","599616120618803840","-161"
"4301","599616120626497408","-236"
"4302","599616120634190848","-229"
"4303","599616120641884288","-69"
"4304","599616120649577728","241"
"4305","599616120657271168","579"
"4306","599616120664964608","513"
"4307","599616120672658146","0"
"4308","599616120680352000","-301"
"4309","599616120688045824","-246"
"4310","599616120695739776","-214"
"4311","599616120703433600","-219"
"4312","599616120711127552","-178"
"4313","599616120718821376","-168"
"4314","599616120726515328","-180"
"4315","599616120734209152","-161"
"4316","599616120741903104","-154"
"4317","599616120749596928","-161"
"4318","599616120757290752","-144"
"4319","599616120764984704","-127"
"4320","599616120772678528","-118"
"4321","599616120780372480","-101"
"4322","599616120788066304","-94"
"4323","599616120795760256","-72"
"4324","599616120803454080","-38"
"4325","599616120811147904","-50"
"4326","599616120818841856","-55"
"4327","599616120826535680","7"
"4328","599616120834229632","-26"
"4329","599616120841923456","-135"
"4330","599616120849617408","-98"
"4331","599616120857311232","-12"
"4332","599616120865005184","16"
"4333","599616120872699008","72"
"4334","599616120880392832","86"
"4335","599616120888086784","-2"
"4336","599616120895780608","16"
"4337","599616120903474560","202"
"4338","599616120911168384","236"
"4339","599616120918862336","28"
"4340","599616120926556160","-60"
"4341","599616120934250112","31"
"4342","599616120941943936","4"
"4343","599616120949637760","-94"
"4344","599616120957331712","-91"
"4345","599616120965025536","-96"
"4346","599616120972719488","-137"
"4347","599616120980413312","-154"
"4348","599616120988107264","-154"
"4349","599616120995801088","-127"
"4350","599616121003495040","-77"
"4351","599616121011188864","-65"
"4352","599616121018882688","-79"
"4353","599616121026576640","-89"
"4354","599616121034270464","-135"
"4355","599616121041964416","-193"
"4356","599616121049658240","-197"
"4357","599616121057352192","-195"
"4358","599616121065046016","-209"
"4359","599616121072739840","-207"
"4360","599616121080433792","-226"
"4361","599616121088127616","-299"
"4362","599616121095821568","-340"
"4363","599616121103515392","-209"
"4364","599616121111209344","98"
"4365","599616121118903168","436"
"4366","599616121126597120","509"
"4367","599616121134290944","142"
"4368","599616121141984768","-234"
"4369","599616121149678720","-272"
"4370","599616121157372544","-212"
"4371","599616121165066496","-212"
"4372","599616121172760320","-188"
"4373","599616121180454272","-149"
"4374","599616121188148096","-166"
"4375","599616121195842048","-214"
"4376","599616121203535872","-209"
"4377","599616121211229696","-183"
"4378","599616121218923648","-193"
"4379","599616121226617472","-147"
"4380","599616121234311418","-69"
"4381","599616121242004992","-65"
"4382","599616121249698560","-82"
"4383","599616121257392256","-82"
"4384","599616121265085824","-79"
"4385","599616121272779392","-48"
"4386","599616121280472960","0"
"4387","599616121288166656","36"
"4388","599616121295860224","41"
"4389","599616121303553792","41"
"4390","599616121311247360","106"
"4391","599616121318941056","224"
"4392","599616121326634624","323"
"4393","599616121334328192","407"
"4394","599616121342021760","484"
"4395","599616121349715456","487"
"4396","599616121357409024","361"
"4397","599616121365102592","193"
"4398","599616121372796160","106"
"4399","599616121380489856","43"
"4400","599616121388183424","-65"
"4401","599616121395876992","-115"
"4402","599616121403570688","-118"
"4403","599616121411264256","-152"
"4404","599616121418957824","-159"
"4405","599616121426651392","-154"
"4406","599616121434345088","-176"
"4407","599616121442038656","-207"
"4408","599616121449732224","-243"
"4409","599616121457425792","-226"
"4410","599616121465119488","-168"
"4411","599616121472813056","-137"
"4412","599616121480506624","-139"
"4413","599616121488200192","-154"
"4414","599616121495893888","-164"
"4415","599616121503587456","-185"
"4416","599616121511281024","-221"
"4417","599616121518974592","-217"
"4418","599616121526668288","-185"
"4419","599616121534361856","-190"
"4420","599616121542055424","-219"
"4421","599616121549749120","-279"
"4422","599616121557442688","-330"
"4423","599616121565136256","-229"
"4424","599616121572829824","65"
"4425","599616121580523520","429"
"4426","599616121588217088","513"
"4427","599616121595910656","103"
"4428","599616121603604224","-311"
"4429","599616121611297920","-342"
"4430","599616121618991488","-253"
"4431","599616121626685056","-250"
"4432","599616121634378624","-243"
"4433","599616121642072320","-188"
"4434","599616121649765888","-178"
"4435","599616121657459456","-224"
"4436","599616121665153024","-219"
"4437","599616121672846720","-190"
"4438","599616121680540288","-193"
"4439","599616121688233856","-142"
"4440","599616121695927552","-74"
"4441","599616121703621120","-67"
"4442","599616121711314688","-36"
"4443","599616121719008256","28"
"4444","599616121726701952","67"
"4445","599616121734395520","91"
"4446","599616121742089088","103"
"4447","599616121749782656","125"
"4448","599616121757476352","130"
"4449","599616121765169920","94"
"4450","599616121772863488","132"
"4451","599616121780557056","176"
"4452","599616121788250752","55"
"4453","599616121795944344","-41"
"4454","599616121803637888","26"
"4455","599616121811331456","69"
"4456","599616121819024896","12"
"4457","599616121826718464","-45"
"4458","599616121834412032","-62"
"4459","599616121842105600","-94"
"4460","599616121849799040","-115"
"4461","599616121857492608","-108"
"4462","599616121865186176","-132"
"4463","599616121872879616","-164"
"4464","599616121880573184","-166"
"4465","599616121888266752","-185"
"4466","599616121895960320","-221"
"4467","599616121903653760","-221"
"4468","599616121911347328","-193"
"4469","599616121919040896","-164"
"4470","599616121926734464","-132"
"4471","599616121934427904","-110"
"4472","599616121942121472","-108"
"4473","599616121949815040","-127"
"4474","599616121957508480","-149"
"4475","599616121965202048","-156"
"4476","599616121972895616","-161"
"4477","599616121980589184","-164"
"4478","599616121988282624","-164"
"4479","599616121995976192","-156"
"4480","599616122003669760","-188"
"4481","599616122011363200","-277"
"4482","599616122019056768","-282"
"4483","599616122026750336","-62"
"4484","599616122034443904","357"
"4485","599616122042137344","697"
"4486","599616122049830912","494"
"4487","599616122057524480","-108"
"4488","599616122065217920","-381"
